TransactionNumber,Timestamp,AccountNumber,TransactionType,Amount,Currency,Description,TransactionStatus,TransactionMethod,TransactionOrigin,TransactionReferenceNumber,DestinationAccountID,DestinationCustomerName,DestinationBankID,DestinationCountry,TransactionFees,TransactionAuthorizationMethod,TransactionLocation,money_laundering,CustomerName
1000000670,2024-02-05 11:45:22,1000000035,Bill Payment,50.0,AUD,Electricity Bill,Completed,Online Banking,Online Banking,REF1000005156,1000000003,WheelWell Services,UtilityBankID,Australia,0.0,Authentication,Australia,0,
1000000671,2024-02-05 11:45:22,1000000035,Purchase,50.0,AUD,Grocery Shopping,Completed,Credit Card,POS,REF1000005171,1000000025,Amy King,BSB123460,Australia,0.0,Limits,Australia,0,
1000000672,2024-02-05 11:45:22,1000000036,Purchase,50.0,AUD,Online Shopping,Completed,Mobile Banking,Online Banking,REF1000005277,1000000025,Amy King,BSB123460,Australia,0.0,Authentication,Australia,0,
1000000673,2024-02-05 11:45:22,1000000038,Purchase,50.0,AUD,Online Shopping,Completed,Debit Card,POS,REF1000005513,1000000042,Timothy Moore,BSB234567,Australia,0.0,Authentication,Australia,0,
1000000674,2024-02-05 11:45:22,1000000045,Bill Payment,150.0,AUD,Electricity Bill,Completed,Online Banking,Online Banking,REF1000006471,1000000020,FlameBridge Utilities,BSB000000,Australia,0.0,Authentication,Australia,0,
1000000675,2024-02-05 11:45:22,1000000046,Purchase,50.0,AUD,Online Shopping,Completed,Online Banking,Online Banking,REF1000006763,1000000035,Deborah Clark,BSB321654,Australia,0.0,Limits,Australia,0,
1000000676,2024-02-05 12:45:00,1000000023,Transfer,1300.0,AUD,Fund Transfer,Completed,Electronic Transfer,Online Banking,REF1000007861,1000000022,Joseph Young,BSB123457,Australia,13.0,Authentication,"Adelaide, Australia",1,
1000000677,2024-02-05 14:45:00,1000000029,Transfer,1500.0,AUD,Fund Transfer,Completed,Electronic Transfer,Online Banking,REF1000007730,1000000032,Gary Martin,BSB654321,Australia,15.0,Authentication,"Orange, Australia",1,
1000000678,2024-02-05 14:45:20,1000000002,Purchase,150.0,AUD,Grocery shopping,Completed,Debit Card,POS,REF1000000142,1000000017,Barbara White,BSB789012,Australia,0.0,Limits,Australia,0,
1000000679,2024-02-05 14:45:20,1000000005,Transfer,200.0,AUD,Family Support,Completed,Online Banking,Online Banking,REF1000000501,1000000021,Carol Scott,BSB123456,Australia,0.0,Limits,Australia,0,
1000000680,2024-02-05 14:45:20,1000000006,Purchase,50.0,AUD,Online Shopping,Completed,Mobile Banking,Online Banking,REF1000000621,1000000020,Kevin Walker,BSB012345,Australia,0.0,Limits,Australia,0,
1000000681,2024-02-05 14:45:20,1000000009,Transfer,300.0,AUD,Gift to Family Member,Completed,Online Banking,Online Banking,REF1000001057,1000000011,Lisa Davis,BSB123456,Australia,0.0,Authorisation rule,Australia,0,
1000000682,2024-02-05 14:45:20,1000000010,Transfer,1000.0,AUD,Monthly Savings Transfer,Completed,Online Banking,Online Banking,REF1000001302,1000000020,Kevin Walker,BSB012345,Australia,5.0,Limits,Australia,0,
1000000683,2024-02-05 14:45:20,1000000020,Transfer,1000.0,AUD,Monthly Savings Transfer,Completed,Online Banking,Online Banking,REF1000001302,1000000010,John Miller,BSB012345,Australia,5.0,Limits,Australia,0,Kevin Walker
1000000684,2024-02-05 14:45:20,1000000010,Transfer,300.0,AUD,Monthly Savings Transfer,Completed,Online Banking,Online Banking,REF1000001362,1000000023,Sharon Hall,BSB123458,Australia,2.5,Limits,Australia,0,
1000000685,2024-02-05 14:45:20,1000000017,Purchase,100.0,AUD,Online Shopping,Completed,Electronic Transfer,Online Banking,REF1000002533,1000000025,Amy King,BSB123460,Australia,0.0,Limits,Australia,0,
1000000686,2024-02-05 14:45:20,1000000018,Transfer,700.0,AUD,Family Support,Completed,Online Banking,Online Banking,REF1000002652,1000000020,Kevin Walker,BSB012345,Australia,5.0,Limits,Australia,0,
1000000687,2024-02-05 14:45:20,1000000020,Transfer,8000.0,AUD,Property Investment,Completed,Online Banking,Online Banking,REF1000002952,1000000016,Daniel Lewis,BSB678901,Australia,10.0,Limits,Australia,0,
1000000688,2024-02-05 14:45:20,1000000022,Transfer,300.0,AUD,Friend Transfer,Completed,Online Banking,Online Banking,REF1000003362,1000000030,Joshua Anderson,BSB123465,Australia,0.0,Limits,Australia,0,
1000000689,2024-02-05 14:45:20,1000000023,Transfer,1000.0,AUD,Family Support,Completed,Online Banking,Online Banking,REF1000003522,1000000040,Christopher Taylor,BSB321321,Australia,0.0,Authorisation rule,Australia,0,
1000000690,2024-02-05 14:45:20,1000000024,Transfer,700.0,AUD,Rent Payment,Completed,Online Banking,Online Banking,REF1000003642,1000000040,Christopher Taylor,BSB321321,Australia,0.0,Limits,Australia,0,
1000000691,2024-02-05 14:45:20,1000000030,Purchase,100.0,AUD,Online shopping,Completed,Electronic Transfer,Online Banking,REF1000004513,1000000026,Brian Scott,BSB123461,Australia,0.0,Authentication,Australia,0,
1000000692,2024-02-05 14:45:20,1000000037,Transfer,1000.0,AUD,Family Support Transfer,Completed,Online Banking,Online Banking,REF1000005412,1000000041,Patricia Brown,BSB123456,Australia,0.0,Authorisation rule,Albany,0,
1000000693,2024-02-05 14:45:20,1000000038,Transfer,1000.0,AUD,Family Support Transfer,Completed,Online Banking,Online Banking,REF1000005532,1000000042,Timothy Moore,BSB234567,Australia,5.0,Limits,Australia,0,
1000000694,2024-02-05 14:45:20,1000000048,Withdrawal,300.0,AUD,Cash Withdrawal,Completed,ATM,ATM,REF1000007092,nil,nil,nil,nil,0.0,Limits,Australia,0,
1000000695,2024-02-05 14:45:20,1000000049,Transfer,1000.0,AUD,Family Support,Completed,Online Banking,Online Banking,REF1000007272,1000000035,Deborah Clark,BSB321654,Australia,5.0,Limits,Australia,0,
1000000696,2024-02-05 16:45:20,1000000043,Bill Payment,100.0,AUD,Electricity Bill Payment,Completed,Online Banking,Online Banking,REF1000006154,1000000049,PublicPath Operations,ElectricityBankID,Australia,0.0,Limits,Australia,0,
1000000697,2024-02-05 16:45:22,1000000008,Bill Payment,50.0,AUD,Electricity Bill Payment,Completed,Online Banking,Online Banking,REF1000000842,1000000001,YoungMinds Centers,ElectricityBankID,Australia,0.0,Authentication,Australia,0,
1000000698,2024-02-05 16:45:22,1000000028,Purchase,50.0,AUD,Online Shopping,Completed,Credit Card,POS,REF1000004220,1000000003,Jessica Taylor,BSB345678,Australia,0.0,Limits,Australia,0,
1000000699,2024-02-05 16:45:22,1000000035,Transfer,200.0,AUD,Friend Transfer,Completed,Online Banking,Online Banking,REF1000005143,1000000041,Patricia Brown,BSB123456,Australia,0.0,Limits,Australia,0,
1000000700,2024-02-05 16:45:22,1000000040,Purchase,50.0,AUD,Online Shopping,Completed,Online Banking,Online Banking,REF1000005766,1000000030,Joshua Anderson,BSB123465,Australia,0.0,Limits,Australia,0,
1000000701,2024-02-05 16:45:22,1000000042,Bill Payment,150.0,AUD,Electricity Bill Payment,Completed,Online Banking,Online Banking,REF1000005992,1000000046,UniqueUniverse Solutions,UtilityBankID,Australia,0.0,Authentication,Australia,0,
1000000702,2024-02-05 16:45:22,1000000044,Bill Payment,150.0,AUD,Electricity Bill,Completed,Online Banking,Online Banking,REF1000006262,1000000008,OtherOptions Ventures,BSB000000,Australia,0.0,Authentication,Australia,0,
1000000703,2024-02-05 17:20:10,1000000014,Bill Payment,30.0,AUD,Electricity Bill,Completed,Online Banking,Online Banking,REF1000002097,1000000010,ProPath Business,BSB000001,Australia,0.0,Authentication,Australia,0,
1000000704,2024-02-05 17:45:22,1000000022,Purchase,150.0,AUD,Online Shopping,Completed,Online Banking,Online Banking,REF1000003343,1000000030,Joshua Anderson,BSB123465,Australia,0.0,Limits,Australia,0,
1000000705,2024-02-05 17:45:22,1000000022,Purchase,50.0,AUD,Grocery Shopping,Completed,Mobile Banking,POS,REF1000003373,1000000030,Joshua Anderson,BSB123465,Australia,0.0,Limits,Australia,0,
1000000706,2024-02-05 17:45:22,1000000048,Bill Payment,150.0,AUD,Electricity Bill,Completed,Online Banking,Online Banking,REF1000007073,1000000016,WorkWell Enterprises,UtilityBank456,Australia,0.0,Limits,Australia,0,
1000000707,2024-02-06 09:30:20,1000000025,Transfer,200.0,AUD,Sibling Support Transfer,Completed,Online Banking,Online Banking,REF1000003795,1000000035,Kathleen Davis,BSB567890,Australia,0.0,Authorisation rule,Australia,0,
1000000708,2024-02-06 09:30:30,1000000038,Purchase,80.0,AUD,Clothing Shopping,Completed,Debit Card,POS,REF1000005525,1000000054,Barbara White,BSB789012,Australia,0.0,Authentication,Australia,0,
1000000709,2024-02-06 09:30:40,1000000005,Transfer,600.0,AUD,Sibling Transfer,Completed,Online Banking,Online Banking,REF1000000496,1000000032,Gary Martin,BSB654321,Australia,0.0,Authentication,Adelaide,0,
1000000710,2024-02-06 09:30:40,1000000006,Purchase,80.0,AUD,Bookstore Purchase,Completed,Mobile Banking,Online Banking,REF1000000616,1000000041,Patricia Brown,BSB123456,Australia,0.0,Authentication,Australia,0,
1000000711,2024-02-06 09:45:22,1000000012,Purchase,90.0,AUD,Tech gadgets purchase,Completed,Mobile Banking,POS,REF1000001629,1000000017,Steven Harris,BSB789012,Australia,0.0,Authorisation rule,Australia,0,
1000000712,2024-02-06 09:45:40,1000000002,Purchase,180.0,AUD,Clothing Shopping,Completed,Credit Card,POS,REF1000000137,1000000044,Brandon Miller,BSB456789,Australia,0.0,Authentication,Australia,0,
1000000713,2024-02-06 09:45:50,1000000037,Deposit,400.0,AUD,Bonus Credit,Completed,Electronic Transfer,Online Banking,REF1000005404,nil,nil,nil,nil,0.0,Authentication,Albany,0,
1000000714,2024-02-06 09:55:15,1000000042,Withdrawal,500.0,AUD,Travel Cash Withdrawal,Completed,ATM,In-branch,REF1000006004,nil,nil,nil,nil,4.0,Authentication,Australia,0,
1000000715,2024-02-06 10:10:25,1000000021,Purchase,30.0,AUD,Bookstore Purchase,Completed,Debit Card,POS,REF1000003237,1000000046,Matthew Jones,BSB678901,Australia,0.0,Limits,Wollongong,0,
1000000716,2024-02-06 10:10:30,1000000014,Purchase,40.0,AUD,Coffee Shop,Completed,Debit Card,POS,REF1000002051,1000000046,Matthew Jones,BSB678901,Australia,0.0,Authentication,Australia,0,
1000000717,2024-02-06 10:20:40,1000000026,Withdrawal,120.0,AUD,Cash Withdrawal,Completed,ATM,In-branch,REF1000004006,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000000718,2024-02-06 10:30:10,1000000047,Bill Payment,200.0,AUD,Internet bill payment,Completed,Online Banking,Online Banking,REF1000006968,1000000034,Edward Davis,BSB321321,Australia,0.0,Authentication,Australia,0,
1000000719,2024-02-06 10:30:55,1000000007,Transfer,180.0,AUD,Gift Transfer,Completed,Online Banking,Online Banking,REF1000000736,1000000033,Amanda Wilson,BSB123123,Australia,0.0,Authorisation rule,Hobart,0,
1000000720,2024-02-06 10:40:55,1000000003,Transfer,500.0,AUD,Sibling Support,Completed,Online Banking,Online Banking,REF1000000257,1000000023,Sharon Hall,BSB123458,Australia,0.0,Authentication,Brisbane,0,
1000000721,2024-02-06 10:40:55,1000000043,Transfer,250.0,AUD,Sibling Support,Completed,Online Banking,Online Banking,REF1000006138,1000000036,Stephen Lewis,BSB654123,Australia,0.0,Limits,Australia,0,
1000000722,2024-02-06 10:45:00,1000000042,Transfer,1200.0,AUD,Fund Transfer,Completed,Electronic Transfer,Online Banking,REF1000007620,1000000026,Brian Scott,BSB123461,Australia,12.0,Authentication,"Sydney, Australia",1,
1000000723,2024-02-06 10:45:25,1000000046,Purchase,80.0,AUD,Clothing Shopping,Completed,Debit Card,POS,REF1000006848,1000000041,Patricia Brown,BSB123456,Australia,0.0,Authentication,Canberra,0,
1000000724,2024-02-06 10:45:50,1000000045,Fee charge,15.0,AUD,Transaction Processing Fee,Completed,Direct Debit,Direct Debit,REF1000006578,nil,nil,nil,nil,0.0,Limits,Australia,0,
1000000725,2024-02-06 10:45:55,1000000016,Purchase,60.0,AUD,Book Purchase,Completed,Debit Card,POS,REF1000002408,1000000074,Timothy Moore,BSB234567,Australia,0.0,Authentication,Australia,0,
1000000726,2024-02-06 10:50:22,1000000004,Bill Payment,120.0,AUD,Internet Bill,Completed,Online Banking,Online Banking,REF1000000376,1000000026,Brian Scott,BSB123461,Australia,0.0,Limits,Australia,0,
1000000727,2024-02-06 10:50:30,1000000009,Transfer,180.0,AUD,Gift Transfer,Completed,Online Banking,Online Banking,REF1000001051,1000000040,Christopher Taylor,BSB321321,Australia,0.0,Authentication,Gold Coast,0,
1000000728,2024-02-06 10:55:25,1000000008,Transfer,150.0,AUD,Gift Transfer,Completed,Online Banking,Online Banking,REF1000000880,1000000035,Kathleen Davis,BSB567890,Australia,0.0,Authentication,Australia,0,
1000000729,2024-02-06 10:55:30,1000000034,Purchase,70.0,AUD,Bookstore Purchase,Completed,Credit Card,POS,REF1000004997,1000000020,Kevin Walker,BSB012345,Australia,0.0,Limits,Australia,0,
1000000730,2024-02-06 11:10:50,1000000026,Purchase,80.0,AUD,Clothing Shopping,Completed,Debit Card,POS,REF1000003918,FashionStore123,Fashion Retailer,N/A,Australia,0.0,Authentication,Australia,0,
1000000731,2024-02-06 11:15:22,1000000024,Bill Payment,80.0,AUD,Internet Bill,Completed,Online Banking,Online Banking,REF1000003637,1000000034,FreshMart Grocers,UtilityBankID,Australia,0.0,Authentication,Australia,0,
1000000732,2024-02-06 11:20:15,1000000028,Purchase,60.0,AUD,Book Purchase,Completed,Mobile Banking,POS,REF1000004276,1000000045,Kathleen Davis,BSB567890,Australia,0.0,Limits,Australia,0,
1000000733,2024-02-06 11:20:25,1000000046,Transfer,250.0,AUD,Sibling Transfer,Completed,Electronic Transfer,Online Banking,REF1000006787,1000000028,Paul Harris,BSB123463,Australia,0.0,Authorisation workflow,Australia,0,
1000000734,2024-02-06 11:20:35,1000000039,Bill Payment,120.0,AUD,Internet Bill Payment,Completed,Online Banking,Online Banking,REF1000005645,1000000050,HealthRoute Providers,InternetBankID,Australia,0.0,Limits,Australia,0,
1000000735,2024-02-06 11:20:40,1000000012,Purchase,200.0,AUD,Home Decor,Completed,Online Banking,Online Banking,REF1000001598,1000000033,Amanda Wilson,BSB123123,Australia,0.0,Authentication,Australia,0,
1000000736,2024-02-06 11:20:40,1000000030,Purchase,60.0,AUD,Bookstore Purchase,Completed,Mobile Banking,POS,REF1000004505,1000000023,Sharon Hall,BSB123458,Australia,0.0,Limits,Newcastle,0,
1000000737,2024-02-06 11:20:50,1000000009,Purchase,40.0,AUD,Coffee Shop Purchase,Completed,Debit Card,POS,REF1000001091,1000000024,Christopher Allen,BSB123459,Australia,0.0,Limits,Australia,0,
1000000738,2024-02-06 11:20:55,1000000027,Purchase,170.0,AUD,Home Decor,Completed,Credit Card,POS,REF1000004117,1000000033,Amanda Wilson,BSB123123,Australia,0.0,Authorisation rule,Australia,0,
1000000739,2024-02-06 11:30:10,1000000046,Purchase,90.0,AUD,Bookstore Purchase,Completed,Mobile Banking,POS,REF1000006758,Merchant234,Local Bookstore,BookstoreBankID,Australia,0.0,Limits,Canberra,0,
1000000740,2024-02-06 11:30:50,1000000041,Transfer,500.0,AUD,Investment Fund,Completed,Online Banking,Online Banking,REF1000005884,1000000040,Christopher Taylor,BSB321321,Australia,5.0,Limits,Perth,0,
1000000741,2024-02-06 11:40:30,1000000049,Purchase,60.0,AUD,Bookstore Purchase,Completed,Debit Card,POS,REF1000007205,1000000032,Gary Martin,BSB654321,Australia,0.0,Authentication,Australia,0,
1000000742,2024-02-06 11:45:35,1000000023,Purchase,80.0,AUD,Bookstore Purchase,Completed,Mobile Banking,POS,REF1000003515,1000000039,Dorothy White,BSB123123,Australia,0.0,Authentication,Newcastle,0,
1000000743,2024-02-06 11:50:10,1000000018,Purchase,60.0,AUD,Clothing Shopping,Completed,Credit Card,POS,REF1000002645,1000000034,Edward Davis,BSB321321,Australia,0.0,Limits,Australia,0,
1000000744,2024-02-06 11:50:35,1000000032,Purchase,80.0,AUD,Bookstore Payment,Completed,Debit Card,POS,REF1000004745,1000000021,Carol Scott,BSB123456,Australia,0.0,Authentication,Lismore,0,
1000000745,2024-02-06 11:55:20,1000000028,Purchase,40.0,AUD,Coffee Purchase,Completed,Credit Card,POS,REF1000004232,1000000015,Michelle King,BSB567890,Australia,0.0,Limits,Australia,0,
1000000746,2024-02-06 11:55:40,1000000017,Purchase,90.0,AUD,Clothing Shopping,Completed,Mobile Banking,POS,REF1000002525,1000000040,Christopher Taylor,BSB321321,Australia,0.0,Authentication,Launceston,0,
1000000747,2024-02-06 12:20:15,1000000049,Withdrawal,250.0,AUD,Shopping Withdrawal,Completed,ATM,ATM,REF1000007265,nil,nil,nil,nil,2.5,Authentication,Australia,0,
1000000748,2024-02-06 14:20:15,1000000045,Purchase,60.0,AUD,Bookstore Purchase,Completed,Debit Card,POS,REF1000006496,Merchant789,Local Bookstore,BSB111222,Australia,0.0,Authorisation rule,Australia,0,
1000000749,2024-02-06 14:20:35,1000000020,Purchase,100.0,AUD,Clothing Shopping,Completed,Debit Card,POS,REF1000002946,1000000050,Jeremy Martin,BSB012345,Australia,0.0,Authentication,Australia,0,
1000000750,2024-02-06 14:20:40,1000000010,Purchase,60.0,AUD,Book Purchase,Completed,Mobile Banking,POS,REF1000001355,1000000042,Timothy Moore,BSB234567,Australia,0.0,Authentication,Cairns,0,
1000000751,2024-02-06 14:30:20,1000000044,Transfer,200.0,AUD,Gift to Family,Completed,Online Banking,Online Banking,REF1000006288,1000000029,Rebecca Martinez,BSB123464,Australia,0.0,Authentication,Darwin,0,
1000000752,2024-02-06 14:30:50,1000000009,Transfer,270.0,AUD,Friend Reimbursement Transfer,Completed,Online Banking,Online Banking,REF1000000999,1000000037,Jessica Robinson,BSB123654,Australia,0.0,Limits,Gold Coast,0,
1000000753,2024-02-06 14:30:55,1000000001,Purchase,80.0,AUD,Bookstore Purchase,Completed,Mobile Banking,POS,REF1000000015,1000000016,Daniel Lewis,BSB678901,Australia,0.0,Limits,Sydney,0,
1000000754,2024-02-06 14:45:45,1000000013,Transfer,180.0,AUD,Gift Transfer,Completed,Online Banking,Online Banking,REF1000001788,1000000050,Jeremy Martin,BSB012345,Australia,0.0,Authentication,Ballarat,0,
1000000755,2024-02-06 14:50:35,1000000010,Purchase,80.0,AUD,Electronics Purchase,Completed,Credit Card,POS,REF1000001296,1000000047,Samantha White,BSB789012,Australia,0.0,Authentication,Cairns,0,
1000000756,2024-02-06 14:55:45,1000000026,Purchase,60.0,AUD,Bookstore Purchase,Completed,Credit Card,POS,REF1000003976,1000000043,Laura Anderson,BSB345678,Australia,0.0,Limits,Australia,0,
1000000757,2024-02-06 15:00:00,1000000023,Transfer,1000.0,AUD,Fund Transfer,Completed,Electronic Transfer,Online Banking,REF1000007862,1000000001,Emily Brown,BSB123456,Australia,10.0,Authentication,"Perth, Australia",1,
1000000758,2024-02-06 15:10:20,1000000009,Transfer,30.0,AUD,Sibling Transfer,Completed,Online Banking,Online Banking,REF1000001185,1000000031,Betty Thomas,BSB123456,Australia,0.0,Authentication,Australia,0,
1000000759,2024-02-06 15:20:40,1000000015,Purchase,60.0,AUD,Clothing Shopping,Completed,Credit Card,POS,REF1000002257,1000000034,Edward Davis,BSB321321,Australia,0.0,Limits,Australia,0,
1000000760,2024-02-06 16:30:18,1000000021,Purchase,60.0,AUD,Home Decor Purchase,Completed,Mobile Banking,POS,REF1000003115,1000000047,Samantha White,BSB789012,Australia,0.0,Limits,Australia,0,
1000000761,2024-02-06 16:50:15,1000000046,Purchase,40.0,AUD,Coffee Shop Purchase,Completed,Credit Card,POS,REF1000006697,1000000036,Stephen Lewis,BSB654123,Australia,0.0,Authentication,Australia,0,
1000000762,2024-02-06 17:35:30,1000000048,Bill Payment,200.0,AUD,Internet Bill,Completed,Online Banking,Online Banking,REF1000007087,1000000025,QuickLoan Finance,UtilityBank789,Australia,0.0,Limits,Australia,0,
